Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"squat",3,1,"90","kgs","","high bar","08/01/2021, 12:28:25","00:00:46.6",0.39,649,1.01,563,1.653
"bench press",1,1,"20","kgs","","wide grip","08/01/2021, 12:28:25","00:03:09.6",0.87,315,1.51,210,0.361
"bench press",1,2,"20","kgs","","wide grip","08/01/2021, 12:28:25","00:03:09.6",0.61,285,1.21,191,0.47
"bench press",1,3,"20","kgs","","wide grip","08/01/2021, 12:28:25","00:03:09.6",0.56,302,1.16,218,0.544
"bench press",2,1,"30","kgs","","wide grip","08/01/2021, 12:28:25","00:00:46.7",0.68,288,1.12,208,0.426
"bench press",2,2,"30","kgs","","wide grip","08/01/2021, 12:28:25","00:00:46.7",0.58,285,1.05,209,0.491
"bench press",2,3,"30","kgs","","wide grip","08/01/2021, 12:28:25","00:00:46.7",0.53,305,1.09,223,0.577
"bench press",3,1,"40","kgs","","wide grip","08/01/2021, 12:28:25","00:00:48.8",0.51,295,0.98,215,0.576
"bench press",3,2,"40","kgs","","wide grip","08/01/2021, 12:28:25","00:00:48.8",0.54,296,0.93,219,0.547
"bench press",4,1,"50","kgs","","wide grip","08/01/2021, 12:28:25","00:00:45.8",0.38,278,0.70,210,0.737
"bench press",4,2,"50","kgs","","wide grip","08/01/2021, 12:28:25","00:00:45.8",0.39,295,0.74,229,0.753
"bench press",5,1,"60","kgs","","wide grip","08/01/2021, 12:28:25","00:01:07.6",0.34,300,0.57,240,0.893
"bench press",6,1,"65","kgs","","wide grip","08/01/2021, 12:28:25","00:00:52.6",0.35,288,0.56,222,0.831
"bench press",7,1,"70","kgs","","wide grip","08/01/2021, 12:28:25","00:01:04.2",0.30,280,0.47,209,0.923
"bench press",8,1,"75","kgs","","wide grip","08/01/2021, 12:28:25","00:00:54.2",0.18,269,0.34,236,1.461
"bench press",9,1,"80","kgs","","wide grip","08/01/2021, 12:28:25","00:01:05.7",0.16,272,0.26,245,1.687
"bench press",10,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:02:39.2",0.34,251,0.55,202,0.746
"bench press",10,2,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:02:39.2",0.26,261,0.43,212,0.992
"bench press",10,3,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:02:39.2",0.25,270,0.37,214,1.065
"bench press",10,4,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:02:39.2",0.24,266,0.39,223,1.096
"bench press",10,5,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:02:39.2",0.23,265,0.37,216,1.156
"bench press",10,6,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:02:39.2",0.20,260,0.32,229,1.324
"bench press",11,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:40.3",0.29,260,0.46,204,0.905
"bench press",11,2,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:40.3",0.24,266,0.37,214,1.095
"bench press",11,3,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:40.3",0.24,275,0.35,220,1.145
"bench press",11,4,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:40.3",0.21,263,0.30,209,1.257
"bench press",11,5,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:40.3",0.19,268,0.26,214,1.414
"bench press",12,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:41.8",0.29,252,0.39,193,0.872
"bench press",12,2,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:41.8",0.24,264,0.28,173,1.097
"bench press",12,3,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:41.8",0.18,262,0.26,80,1.432
"bench press",13,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:41.3",0.26,267,0.37,213,1.029
"bench press",13,2,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:41.3",0.19,259,0.28,211,1.356
"bench press",14,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:40.2",0.25,270,0.31,241,1.085
"bench press",15,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:35.7",0.25,260,0.41,207,1.023
"bench press",16,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:29.9",0.23,270,0.33,214,1.152
"bench press",17,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:31.3",0.25,274,0.33,108,1.103
"bench press",18,1,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:34.7",0.23,266,0.32,211,1.151
"bench press",18,2,"62,5","kgs","","wide grip","08/01/2021, 12:28:25","00:00:34.7",0.14,260,0.21,214,1.818
"deadlift",1,1,"60","kgs","","conventional","11/01/2021, 10:50:36","00:00:00",0.61,558,1.63,377,0.907
"deadlift",1,2,"60","kgs","","conventional","11/01/2021, 10:50:36","00:00:00",0.84,584,1.78,384,0.692
"deadlift",1,3,"60","kgs","","conventional","11/01/2021, 10:50:36","00:00:00",0.41,566,1.69,374,1.369
"deadlift",2,1,"80","kgs","","conventional","11/01/2021, 10:50:36","00:01:48.0",0.43,570,1.42,408,1.332
"deadlift",2,2,"80","kgs","","conventional","11/01/2021, 10:50:36","00:01:48.0",0.52,571,1.42,401,1.094
"deadlift",2,3,"80","kgs","","conventional","11/01/2021, 10:50:36","00:01:48.0",0.63,548,1.34,374,0.867
"deadlift",3,1,"100","kgs","","conventional","11/01/2021, 10:50:36","00:01:59.9",0.27,576,1.16,425,2.095
"deadlift",3,2,"100","kgs","","conventional","11/01/2021, 10:50:36","00:01:59.9",0.34,576,1.22,411,1.665
"deadlift",4,1,"120","kgs","","conventional,hook grip","11/01/2021, 10:50:36","00:01:15.8",0.27,566,0.98,448,2.079
"deadlift",5,1,"130","kgs","","conventional,hook grip","11/01/2021, 10:50:36","00:01:25.6",0.25,555,0.80,447,2.254
"deadlift",6,1,"140","kgs","","conventional,hook grip","11/01/2021, 10:50:36","00:02:20.4",0.24,550,0.74,423,2.269
"deadlift",7,1,"150","kgs","","conventional,hook grip","11/01/2021, 10:50:36","00:02:15.4",0.18,529,0.57,431,2.975
"deadlift",8,1,"155","kgs","","conventional,hook grip","11/01/2021, 10:50:36","00:03:27.7",0.17,519,0.41,432,2.999
null,1,1,null,"kgs",null,"","11/01/2021, 10:50:36","00:01:52.6",0.04,183,0.08,48,4.851
"deadlift",1,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.49,550,0.97,415,1.124
"deadlift",1,2,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.34,545,0.88,350,1.622
"deadlift",1,3,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.35,550,0.95,367,1.556
"deadlift",1,4,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.34,542,0.84,377,1.601
"deadlift",1,5,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.36,540,0.84,379,1.483
"deadlift",1,6,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.40,535,0.75,392,1.328
"deadlift",1,7,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:02:16.0",0.29,541,0.73,379,1.834
"deadlift",2,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.0",0.32,540,0.77,451,1.683
"deadlift",2,2,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.0",0.30,537,0.75,363,1.797
"deadlift",2,3,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.0",0.30,531,0.70,351,1.738
"deadlift",2,4,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.0",0.32,524,0.70,347,1.656
"deadlift",2,5,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.0",0.25,526,0.64,355,2.105
"deadlift",2,6,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.0",0.26,530,0.62,366,2.079
"deadlift",3,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:34.1",0.30,526,0.71,355,1.765
"deadlift",3,2,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:34.1",0.29,525,0.68,356,1.798
"deadlift",3,3,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:34.1",0.26,529,0.62,356,2.046
"deadlift",3,4,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:34.1",0.23,526,0.63,367,2.321
"deadlift",4,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:43.4",0.28,526,0.63,352,1.911
"deadlift",4,2,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:43.4",0.23,529,0.60,357,2.311
"deadlift",5,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:38.6",0.25,527,0.64,367,2.1
"deadlift",6,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:31.2",0.25,528,0.64,354,2.082
"deadlift",7,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:33.3",0.24,527,0.59,366,2.163
"deadlift",8,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:36.4",0.29,530,0.62,346,1.838
"deadlift",9,1,"115","kgs","","conventional,straps","11/01/2021, 10:50:36","00:00:35.3",0.23,540,0.59,340,2.328
null,1,1,null,"kgs",null,"","11/01/2021, 10:50:36","00:03:19.5",0.07,197,0.16,57,2.963
null,1,1,null,"kgs",null,"","11/01/2021, 10:50:36","00:01:48.1",0.89,641,1.23,346,0.723
null,1,2,null,"kgs",null,"","11/01/2021, 10:50:36","00:01:48.1",0.62,627,1.43,379,1.01
"overhead press",1,1,"20","kgs","","","11/01/2021, 10:50:36","00:00:49.9",1.16,635,1.68,254,0.546
"overhead press",1,2,"20","kgs","","","11/01/2021, 10:50:36","00:00:49.9",1.05,663,1.79,425,0.634
"overhead press",1,3,"20","kgs","","","11/01/2021, 10:50:36","00:00:49.9",0.97,664,1.75,393,0.686
"overhead press",2,1,"25","kgs","","","11/01/2021, 10:50:36","00:00:47.6",1.08,664,1.46,229,0.617
"overhead press",2,2,"25","kgs","","","11/01/2021, 10:50:36","00:00:47.6",1.09,657,1.50,304,0.605
"overhead press",2,3,"25","kgs","","","11/01/2021, 10:50:36","00:00:47.6",1.06,666,1.55,392,0.626
"overhead press",3,1,"30","kgs","","","11/01/2021, 10:50:36","00:00:42.9",0.92,657,1.30,223,0.715
"overhead press",3,2,"30","kgs","","","11/01/2021, 10:50:36","00:00:42.9",0.89,646,1.23,310,0.727
"overhead press",3,3,"30","kgs","","","11/01/2021, 10:50:36","00:00:42.9",0.80,640,1.10,170,0.796
"overhead press",4,1,"35","kgs","","","11/01/2021, 10:50:36","00:00:44.8",0.75,636,1.04,162,0.844
"overhead press",4,2,"35","kgs","","","11/01/2021, 10:50:36","00:00:44.8",0.63,641,1.05,190,1.024
"overhead press",5,1,"40","kgs","","","11/01/2021, 10:50:36","00:00:57.3",0.67,632,0.95,159,0.945
"overhead press",5,2,"40","kgs","","","11/01/2021, 10:50:36","00:00:57.3",0.48,642,0.90,176,1.327
"overhead press",6,1,"45","kgs","","","11/01/2021, 10:50:36","00:00:53.3",0.41,632,0.79,137,1.55
"overhead press",7,1,"50","kgs","","","11/01/2021, 10:50:36","00:01:28.9",0.31,597,0.65,110,1.95
"overhead press",8,1,"52,5","kgs","","","11/01/2021, 10:50:36","00:02:19.6",0.21,595,0.62,107,2.837
"overhead press",9,1,"40","kgs","","","11/01/2021, 10:50:36","00:02:02.2",0.63,602,0.94,167,0.955
"overhead press",9,2,"40","kgs","","","11/01/2021, 10:50:36","00:02:02.2",0.60,621,0.86,162,1.041
"overhead press",9,3,"40","kgs","","","11/01/2021, 10:50:36","00:02:02.2",0.52,639,0.82,177,1.234
"overhead press",9,4,"40","kgs","","","11/01/2021, 10:50:36","00:02:02.2",0.52,613,0.79,144,1.179
"overhead press",9,5,"40","kgs","","","11/01/2021, 10:50:36","00:02:02.2",0.42,629,0.76,163,1.487
"overhead press",9,6,"40","kgs","","","11/01/2021, 10:50:36","00:02:02.2",0.35,604,0.70,164,1.722
"overhead press",10,1,"40","kgs","","","11/01/2021, 10:50:36","00:00:28.5",0.43,603,0.79,142,1.402
"overhead press",10,2,"40","kgs","","","11/01/2021, 10:50:36","00:00:28.5",0.39,617,0.75,132,1.582
"overhead press",10,3,"40","kgs","","","11/01/2021, 10:50:36","00:00:28.5",0.32,602,0.67,127,1.884
"overhead press",10,4,"40","kgs","","","11/01/2021, 10:50:36","00:00:28.5",0.29,593,0.64,122,2.039
"overhead press",11,1,"40","kgs","","","11/01/2021, 10:50:36","00:00:30.6",0.41,597,0.72,123,1.46
"overhead press",11,2,"40","kgs","","","11/01/2021, 10:50:36","00:00:30.6",0.25,605,0.64,142,2.43
"overhead press",12,1,"40","kgs","","","11/01/2021, 10:50:36","00:00:30.9",0.34,601,0.67,119,1.748
"bench press",1,1,"20","kgs","","wide grip","12/01/2021, 10:57:19","00:00:00",0.74,290,1.26,172,0.394
"bench press",1,2,"20","kgs","","wide grip","12/01/2021, 10:57:19","00:00:00",0.81,301,1.45,200,0.371
"bench press",1,3,"20","kgs","","wide grip","12/01/2021, 10:57:19","00:00:00",0.71,317,1.25,199,0.449
"bench press",2,1,"30","kgs","","wide grip","12/01/2021, 10:57:19","00:01:32.1",0.65,289,1.20,193,0.445
"bench press",2,2,"30","kgs","","wide grip","12/01/2021, 10:57:19","00:01:32.1",0.64,293,1.12,203,0.458
"bench press",2,3,"30","kgs","","wide grip","12/01/2021, 10:57:19","00:01:32.1",0.58,294,1.04,198,0.505
"bench press",3,1,"40","kgs","","wide grip","12/01/2021, 10:57:19","00:01:16.5",0.47,284,0.99,187,0.601
"bench press",3,2,"40","kgs","","wide grip","12/01/2021, 10:57:19","00:01:16.5",0.50,274,0.86,184,0.546
"bench press",3,3,"40","kgs","","wide grip","12/01/2021, 10:57:19","00:01:16.5",0.52,287,0.95,189,0.552
"bench press",4,1,"50","kgs","","wide grip","12/01/2021, 10:57:19","00:01:38.0",0.37,280,0.73,198,0.749
"bench press",4,2,"50","kgs","","wide grip","12/01/2021, 10:57:19","00:01:38.0",0.43,280,0.73,202,0.649
"bench press",4,3,"50","kgs","","wide grip","12/01/2021, 10:57:19","00:01:38.0",0.41,277,0.65,199,0.682
"bench press",5,1,"60","kgs","","wide grip","12/01/2021, 10:57:19","00:01:50.0",0.37,285,0.64,201,0.767
"bench press",5,2,"60","kgs","","wide grip","12/01/2021, 10:57:19","00:01:50.0",0.35,276,0.61,198,0.781
"bench press",6,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:01:03.2",0.34,284,0.55,214,0.842
"bench press",7,1,"70","kgs","","wide grip","12/01/2021, 10:57:19","00:01:23.5",0.25,277,0.42,220,1.121
null,1,1,null,"kgs",null,"","12/01/2021, 10:57:19","00:02:33.9",0.44,296,0.81,229,0.667
"bench press",1,1,"80","kgs","","wide grip","12/01/2021, 10:57:19","00:00:37.6",0.21,254,0.38,219,1.192
"bench press",2,1,"85","kgs","","wide grip","12/01/2021, 10:57:19","00:02:33.2",0.13,244,0.23,225,1.853
"bench press",3,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:02:34.2",0.34,261,0.56,197,0.765
"bench press",3,2,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:02:34.2",0.29,280,0.52,203,0.958
"bench press",3,3,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:02:34.2",0.28,284,0.47,223,1.03
"bench press",3,4,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:02:34.2",0.28,267,0.41,212,0.972
"bench press",3,5,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:02:34.2",0.22,280,0.36,209,1.262
"bench press",3,6,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:02:34.2",0.24,279,0.32,239,1.176
"bench press",4,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:41.7",0.27,260,0.41,158,0.953
"bench press",4,2,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:41.7",0.23,262,0.35,195,1.126
"bench press",4,3,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:41.7",0.21,249,0.32,205,1.196
"bench press",4,4,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:41.7",0.21,262,0.32,193,1.24
"bench press",4,5,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:41.7",0.20,257,0.30,198,1.272
"bench press",4,6,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:41.7",0.16,251,0.21,211,1.556
"bench press",5,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:36.9",0.27,265,0.39,217,0.993
"bench press",5,2,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:36.9",0.20,261,0.28,202,1.297
"bench press",5,3,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:36.9",0.17,265,0.22,59,1.587
"bench press",5,4,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:36.9",0.12,265,0.18,46,2.158
"bench press",6,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:38.9",0.22,266,0.34,227,1.193
"bench press",6,2,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:38.9",0.13,265,0.19,54,1.985
"bench press",7,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:38.9",0.21,262,0.32,188,1.223
"bench press",8,1,"65","kgs","","wide grip","12/01/2021, 10:57:19","00:00:39.7",0.18,256,0.26,229,1.402
"squat",1,1,"20","kgs",null,"high bar","12/01/2021, 10:57:19","00:02:05.1",0.49,679,1.07,254,1.372
"squat",2,1,"20","kgs","","high bar","12/01/2021, 10:57:19","00:01:19.1",1.09,637,1.89,412,0.583
"squat",2,2,"20","kgs","","high bar","12/01/2021, 10:57:19","00:01:19.1",1.21,685,1.95,442,0.567
"squat",2,3,"20","kgs","","high bar","12/01/2021, 10:57:19","00:01:19.1",1.18,687,1.90,416,0.58
"squat",3,1,"40","kgs","","high bar","12/01/2021, 10:57:19","00:01:26.8",1.04,647,1.74,448,0.623
"squat",3,2,"40","kgs","","high bar","12/01/2021, 10:57:19","00:01:26.8",1.02,661,1.59,468,0.647
"squat",3,3,"40","kgs","","high bar","12/01/2021, 10:57:19","00:01:26.8",1.04,678,1.67,475,0.651
"squat",4,1,"60","kgs","","high bar","12/01/2021, 10:57:19","00:02:03.2",0.83,603,1.39,482,0.727
"squat",4,2,"60","kgs","","high bar","12/01/2021, 10:57:19","00:02:03.2",0.90,676,1.56,518,0.749
"squat",4,3,"60","kgs","","high bar","12/01/2021, 10:57:19","00:02:03.2",0.86,664,1.38,524,0.77
"squat",5,1,"80","kgs","","high bar","12/01/2021, 10:57:19","00:01:00.1",0.71,651,1.25,537,0.913
"squat",5,2,"80","kgs","","high bar","12/01/2021, 10:57:19","00:01:00.1",0.69,659,1.22,559,0.952
"squat",6,1,"100","kgs","","high bar","12/01/2021, 10:57:19","00:01:33.6",0.54,656,1.17,561,1.211
"squat",7,1,"110","kgs","","high bar","12/01/2021, 10:57:19","00:01:11.0",0.37,646,1.03,561,1.757
"squat",8,1,"120","kgs","","high bar","12/01/2021, 10:57:19","00:02:36.3",0.27,647,0.91,573,2.422
null,1,1,null,"kgs",null,"","12/01/2021, 10:57:19","00:03:16.2",0.14,213,0.26,34,1.512
"squat",1,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:03:48.8",0.55,627,1.07,533,1.148
"squat",1,2,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:03:48.8",0.54,642,0.96,548,1.187
"squat",1,3,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:03:48.8",0.45,652,0.85,565,1.434
"squat",1,4,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:03:48.8",0.46,643,0.82,543,1.388
"squat",1,5,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:03:48.8",0.42,639,0.76,540,1.52
"squat",1,6,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:03:48.8",0.36,612,0.56,542,1.684
"squat",2,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:40.7",0.47,628,0.90,536,1.344
"squat",2,2,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:40.7",0.38,632,0.68,544,1.66
"squat",2,3,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:40.7",0.38,624,0.58,530,1.626
"squat",2,4,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:40.7",0.34,626,0.59,542,1.856
"squat",3,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:54.1",0.41,632,0.93,541,1.53
"squat",3,2,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:54.1",0.38,620,0.65,548,1.641
"squat",4,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:43.2",0.45,643,1.04,560,1.441
"squat",5,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:42.4",0.42,649,1.01,559,1.553
"squat",6,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:43.1",0.43,628,0.93,550,1.468
"squat",7,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:38.1",0.42,646,0.94,562,1.535
"squat",8,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:58.3",0.44,652,0.94,576,1.488
"squat",9,1,"92,5","kgs","","high bar","12/01/2021, 10:57:19","00:00:39.4",0.38,652,0.77,560,1.725
"overhead press",1,1,"20","kgs","","","18/01/2021, 11:27:35","00:00:00",1.19,651,1.80,434,0.547
"overhead press",1,2,"20","kgs","","","18/01/2021, 11:27:35","00:00:00",1.13,642,1.70,426,0.566
"overhead press",1,3,"20","kgs","","","18/01/2021, 11:27:35","00:00:00",0.91,668,1.68,392,0.732
"overhead press",2,1,"25","kgs","","","18/01/2021, 11:27:35","00:00:47.0",0.95,613,1.48,309,0.644
"overhead press",2,2,"25","kgs","","","18/01/2021, 11:27:35","00:00:47.0",1.03,625,1.50,321,0.609
"overhead press",2,3,"25","kgs","","","18/01/2021, 11:27:35","00:00:47.0",1.00,639,1.43,307,0.638
"overhead press",3,1,"30","kgs","","","18/01/2021, 11:27:35","00:00:49.6",0.93,631,1.24,270,0.681
"overhead press",3,2,"30","kgs","","","18/01/2021, 11:27:35","00:00:49.6",0.88,611,1.20,255,0.697
"overhead press",3,3,"30","kgs","","","18/01/2021, 11:27:35","00:00:49.6",0.81,634,1.18,219,0.781
"overhead press",4,1,"35","kgs","","","18/01/2021, 11:27:35","00:00:39.7",0.61,630,1.04,229,1.031
"overhead press",4,2,"35","kgs","","","18/01/2021, 11:27:35","00:00:39.7",0.66,631,0.99,176,0.957
"overhead press",5,1,"40","kgs","","","18/01/2021, 11:27:35","00:01:05.4",0.61,597,0.87,147,0.986
"overhead press",6,1,"45","kgs","","","18/01/2021, 11:27:35","00:01:04.5",0.39,622,0.73,137,1.602
"overhead press",7,1,"50","kgs","","","18/01/2021, 11:27:35","00:01:25.5",0.36,605,0.66,125,1.664
"overhead press",8,1,"52,5","kgs","","","18/01/2021, 11:27:35","00:02:18.8",0.24,615,0.61,110,2.564
"overhead press",9,1,"40","kgs","","","18/01/2021, 11:27:35","00:01:47.0",0.63,613,0.94,171,0.981
"overhead press",9,2,"40","kgs","","","18/01/2021, 11:27:35","00:01:47.0",0.46,608,0.85,147,1.329
"overhead press",9,3,"40","kgs","","","18/01/2021, 11:27:35","00:01:47.0",0.51,599,0.78,137,1.184
"overhead press",9,4,"40","kgs","","","18/01/2021, 11:27:35","00:01:47.0",0.46,581,0.77,135,1.256
"overhead press",9,5,"40","kgs","","","18/01/2021, 11:27:35","00:01:47.0",0.32,611,0.73,153,1.924
"overhead press",9,6,"40","kgs","","","18/01/2021, 11:27:35","00:01:47.0",0.30,598,0.70,132,2.022
"overhead press",10,1,"40","kgs","","","18/01/2021, 11:27:35","00:00:31.9",0.47,588,0.78,131,1.265
